_label,actual_device,api_name,averages_bert_latency,averages_gemma_confidence,averages_gemma_latency,averages_levenshtein_latency,averages_regex_latency,chaos_level,chaos_metadata_drift_type,chaos_metadata_level,chaos_metadata_mutated_len,chaos_metadata_original_len,chaos_metadata_strategy,chaos_metadata_temperature,chaos_strategy,concurrency,detection_rate,device_cloud,device_device,device_hardware,drift_detected,drift_type_count,drift_types_extra_keys,drift_types_merged_fields,drift_types_missing_keys,drift_types_nested_corruption,drift_types_renamed_keys,drift_types_split_fields,drift_types_type_mismatch,drift_types_value_contradiction,elapsed_seconds,fallback_used,frequency_profile,p95_latency_ms,packet_count,packet_profile,packet_size,reconciled_ok,reconciliation_winner,recovery_score,repair_rate,resilience_P,resilience_P2,run_number,throughput_bytes_per_sec,throughput_pps,timing_us,total_runtime_sec
FULL,AMD_Radeon_RX_7900_XT,finnhub,0,1.0,0,0,0,high,value_contradiction,high,155,154,json,0.15757624226778466,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,0,0,0,0,0,1,0.130324,False,100hz,130.324,1,short,30000,True,canonical,0.993880322219848,1.0,0.490978575109695,0.5829994074632827,2,100000000,7.673183757404622,130324,0.130324
FULL,AMD_Radeon_RX_7900_XT,finnhub,0,1.0,0,0,0,high,type_mismatch,high,63,154,json,0.1846265941465684,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,0,1,0,0,0,0,0.074929,False,100hz,74.929,1,short,30000,True,canonical,0.9022077633474375,1.0,0.5038443740070203,0.5856087946584771,3,100000000,13.345967515915067,74929,0.074929
FULL,AMD_Radeon_RX_7900_XT,finnhub,0,1.0,0,0,0,high,nested_corruption,high,163,154,json,0.6153781713107003,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,0,1,0,0,0,0,0.06882,False,100hz,68.82,1,short,30000,True,canonical,0.9946933617898878,1.0,0.5288573006637026,0.614061309061247,4,100000000,14.530659691950014,68820,0.06882
FULL,AMD_Radeon_RX_7900_XT,openmeteo,0,1.0,0,0,0,high,missing_keys,high,140,155,json,0.30646445905703273,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,1,0,0,0,0,0,0.070573,False,100hz,70.573,1,short,30000,True,canonical,0.9942039119783529,1.0,0.5267742697066818,0.6123147403399611,2,100000000,14.169724965638418,70573,0.070573
FULL,AMD_Radeon_RX_7900_XT,openmeteo,0,1.0,0,0,0,high,merged_fields,high,151,155,json,0.30242834984280914,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,1,0,0,0,0,0,0,0.072771,False,100hz,72.771,1,short,30000,True,canonical,0.9903458330366196,1.0,0.5236487243982022,0.6094242782698734,3,100000000,13.741737780159678,72771,0.072771
FULL,AMD_Radeon_RX_7900_XT,openmeteo,0,1.0,0,0,0,high,renamed_keys,high,157,155,json,0.5463238238254163,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,2,1,0,1,0,0,0,0,0,0.084406,False,100hz,84.406,1,short,30000,True,canonical,0.9895817303865153,1.0,0.5130775905385974,0.6007091780649605,4,100000000,11.847498992962587,84406,0.084406
FULL,AMD_Radeon_RX_7900_XT,spacex,0,1.0,0,0,0,high,split_fields,high,194,169,json,0.49967939465946376,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,2,0,0,1,0,0,1,0,0,0.071936,False,100hz,71.936,1,short,30000,True,canonical,0.9806985670298296,1.0,0.5225965639397737,0.6077302467396638,2,100000000,13.901245551601424,71936,0.071936
FULL,AMD_Radeon_RX_7900_XT,spacex,0,1.0,0,0,0,high,merged_fields,high,165,169,json,0.16937139625869985,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,1,0,0,0,0,0,0,0.071204,False,100hz,71.204,1,short,30000,True,canonical,0.9929869334459693,1.0,0.5258402382143891,0.6114454300639247,3,100000000,14.044154822762765,71204,0.071204
FULL,AMD_Radeon_RX_7900_XT,spacex,0,1.0,0,0,0,high,merged_fields,high,163,169,json,0.23055749118158558,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,1,0,0,0,0,0,0,0.083974,False,100hz,83.974,1,short,30000,True,canonical,0.991553025445277,1.0,0.5138070682800431,0.6014762716994001,4,100000000,11.908447852906853,83974,0.083974
FULL,AMD_Radeon_RX_7900_XT,openf1,0,1.0,0,0,0,high,missing_keys,high,55,144,json,0.2964242249050394,json,1,1.0,local,ROCM,AMD_Radeon_RX_7900_XT,True,1,0,0,1,0,0,0,0,0,0.068083,False,100hz,68.083,1,short,30000,True,canonical,0.8844670845468167,1.0,0.5076771661566056,0.587212565975357,2,100000000,14.687954408589516,68083,0.068083
