phase,api,chaos_method,reconciler,iteration,packet_idx,source_field,drifted_field,chaos_sub_type,reconciliation_status,quantum_routed,payload_source,chaos_type,selected_reconciler,optimal_reconciler,routing_decision_match,qpu_execution_time_ms,classical_simulation_baseline_ms,quantum_loop_iterations,gate_fidelity_average,qubit_coherence_status_score,gpu_energy_draw_joules,cpu_energy_draw_joules
quantum,openf1,qwen,bert,1,9,date,,qwen_semantic_shift,FAILURE,True,openf1,qwen,bert,bert,True,12891.69929199852,0.0,158,0.992,0.985,0.3,0.95
quantum,openf1,qwen,bert,1,9,driver_number,,qwen_semantic_shift,FAILURE,True,openf1,qwen,bert,bert,True,12891.69929199852,0.0,158,0.992,0.985,0.3,0.95
quantum,openf1,qwen,bert,1,9,rpm,,qwen_semantic_shift,FAILURE,True,openf1,qwen,bert,bert,True,12891.69929199852,0.0,158,0.992,0.985,0.3,0.95
quantum,openf1,qwen,bert,1,9,speed,,qwen_semantic_shift,FAILURE,True,openf1,qwen,bert,bert,True,12891.69929199852,0.0,158,0.992,0.985,0.3,0.95
quantum,openf1,qwen,bert,1,9,gear,,qwen_semantic_shift,FAILURE,True,openf1,qwen,bert,bert,True,12891.69929199852,0.0,158,0.992,0.985,0.3,0.95
quantum,openf1,qwen,bert,1,9,throttle,,qwen_semantic_shift,FAILURE,True,openf1,qwen,bert,bert,True,12891.69929199852,0.0,158,0.992,0.985,0.3,0.95
quantum,openf1,qwen,bert,1,9,brake,,qwen_semantic_shift,FAILURE,True,openf1,qwen,bert,bert,True,12891.69929199852,0.0,158,0.992,0.985,0.3,0.95
quantum,openf1,qwen,bert,1,9,drs,,qwen_semantic_shift,FAILURE,True,openf1,qwen,bert,bert,True,12891.69929199852,0.0,158,0.992,0.985,0.3,0.95
quantum,openf1,qwen,bert,1,9,n_gear,,qwen_semantic_shift,FAILURE,True,openf1,qwen,bert,bert,True,12891.69929199852,0.0,158,0.992,0.985,0.3,0.95
quantum,openf1,qwen,bert,1,9,session_key,,qwen_semantic_shift,FAILURE,True,openf1,qwen,bert,bert,True,12891.69929199852,0.0,158,0.992,0.985,0.3,0.95
quantum,openf1,qwen,levenshtein,1,10,n_gear,n_gear,schema_nesting_deepen,FALSE_POSITIVE,True,openf1,qwen,levenshtein,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,levenshtein,1,10,throttle,throttle,schema_nesting_deepen,FALSE_POSITIVE,True,openf1,qwen,levenshtein,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,levenshtein,1,10,drs,drs,schema_nesting_deepen,FALSE_POSITIVE,True,openf1,qwen,levenshtein,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,levenshtein,1,10,date,drs,schema_nesting_deepen,SUCCESS,True,openf1,qwen,levenshtein,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,levenshtein,1,10,brake,brake,schema_nesting_deepen,FALSE_POSITIVE,True,openf1,qwen,levenshtein,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,levenshtein,1,10,session_key,session_key,schema_nesting_deepen,FALSE_POSITIVE,True,openf1,qwen,levenshtein,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,levenshtein,1,10,gear,gear,schema_nesting_deepen,FALSE_POSITIVE,True,openf1,qwen,levenshtein,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,levenshtein,1,10,rpm,rpm,schema_nesting_deepen,FALSE_POSITIVE,True,openf1,qwen,levenshtein,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,levenshtein,1,10,speed,speed,schema_nesting_deepen,FALSE_POSITIVE,True,openf1,qwen,levenshtein,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,levenshtein,1,10,driver_number,,schema_nesting_deepen,FAILURE,True,openf1,qwen,levenshtein,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,regex,1,73,n_gear,n_gear,json_field_split,FALSE_POSITIVE,True,openf1,qwen,regex,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,regex,1,73,throttle,throttle,json_field_split,FALSE_POSITIVE,True,openf1,qwen,regex,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,regex,1,73,drs,drs,json_field_split,FALSE_POSITIVE,True,openf1,qwen,regex,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,regex,1,73,date,date_part1,json_field_split,SUCCESS,True,openf1,qwen,regex,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,regex,1,73,driver_number,driver_number,json_field_split,FALSE_POSITIVE,True,openf1,qwen,regex,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,regex,1,73,brake,brake,json_field_split,FALSE_POSITIVE,True,openf1,qwen,regex,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,regex,1,73,session_key,session_key,json_field_split,FALSE_POSITIVE,True,openf1,qwen,regex,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,regex,1,73,gear,n_gear,json_field_split,FALSE_POSITIVE,True,openf1,qwen,regex,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,regex,1,73,rpm,rpm,json_field_split,FALSE_POSITIVE,True,openf1,qwen,regex,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
quantum,openf1,qwen,regex,1,73,speed,speed,json_field_split,FALSE_POSITIVE,True,openf1,qwen,regex,bert,False,12891.69929199852,0.0,158,0.992,0.985,0.0,0.05
