timestamp,elapsed_seconds,hardware_tier,power_draw_w,gpu_power_w,cpu_power_w,temperature_c,cumulative_kwh,estimated_gCO2e,gpu_energy_draw_joules,cpu_energy_draw_joules,gpu_power_source,cpu_power_source,measurement_quality,assigned_gpu_id,amd_device_path,amd_target_device_path,amd_sensor_relation,gpu_measurement_scope,energy_sensor_owner
2026-08-12T13:32:15Z,1.0,NVIDIA,191.76,191.76,0.0,42,5.3e-05,0.016,191.91,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:16Z,2.0,NVIDIA,161.27,161.27,0.0,42,9.8e-05,0.0294,353.23,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:17Z,3.0,NVIDIA,195.91,195.91,0.0,44,0.000153,0.0458,549.18,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:18Z,4.0,NVIDIA,155.68,155.68,0.0,42,0.000196,0.0587,704.9,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:19Z,5.0,NVIDIA,182.55,182.55,0.0,44,0.000247,0.074,887.49,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:20Z,6.0,NVIDIA,158.21,158.21,0.0,42,0.00029,0.0871,1045.74,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:21Z,7.0,NVIDIA,152.07,152.07,0.0,41,0.000333,0.0998,1197.85,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:22Z,8.0,NVIDIA,202.58,202.58,0.0,43,0.000389,0.1167,1400.48,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:23Z,9.0,NVIDIA,166.44,166.44,0.0,43,0.000435,0.1306,1566.96,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:24Z,10.0,NVIDIA,212.4,212.4,0.0,44,0.000494,0.1483,1779.41,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:25Z,11.0,NVIDIA,166.82,166.82,0.0,43,0.000541,0.1622,1946.28,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:26Z,12.0,NVIDIA,209.59,209.59,0.0,44,0.000599,0.1797,2155.93,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:27Z,13.0,NVIDIA,164.3,164.3,0.0,43,0.000645,0.1934,2320.27,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:28Z,14.0,NVIDIA,218.06,218.06,0.0,48,0.000705,0.2115,2538.4,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:29Z,15.0,NVIDIA,176.37,176.37,0.0,43,0.000754,0.2262,2714.83,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:30Z,16.0,NVIDIA,177.41,177.41,0.0,43,0.000803,0.241,2892.29,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:31Z,17.01,NVIDIA,239.68,239.68,0.0,46,0.00087,0.261,3132.05,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:32Z,18.01,NVIDIA,178.79,178.79,0.0,44,0.00092,0.2759,3310.91,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:33Z,19.01,NVIDIA,181.05,181.05,0.0,49,0.00097,0.291,3492.01,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:34Z,20.01,NVIDIA,204.81,204.81,0.0,43,0.001027,0.3081,3696.87,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:35Z,21.01,NVIDIA,166.13,166.13,0.0,43,0.001073,0.3219,3863.04,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:36Z,22.01,NVIDIA,221.05,221.05,0.0,44,0.001134,0.3403,4084.15,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:37Z,23.01,NVIDIA,174.0,174.0,0.0,43,0.001183,0.3549,4258.2,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:38Z,24.01,NVIDIA,230.22,230.22,0.0,47,0.001247,0.374,4488.48,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:39Z,25.01,NVIDIA,173.84,173.84,0.0,44,0.001295,0.3885,4662.36,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:40Z,26.01,NVIDIA,199.28,199.28,0.0,44,0.00135,0.4051,4861.69,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:41Z,27.01,NVIDIA,152.27,152.27,0.0,43,0.001393,0.4178,5014.0,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:42Z,28.01,NVIDIA,222.94,222.94,0.0,44,0.001455,0.4364,5237.0,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:43Z,29.01,NVIDIA,178.12,178.12,0.0,44,0.001504,0.4513,5415.17,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:44Z,30.01,NVIDIA,179.36,179.36,0.0,44,0.001554,0.4662,5594.57,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:45Z,31.01,NVIDIA,240.49,240.49,0.0,44,0.001621,0.4863,5835.12,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:46Z,32.01,NVIDIA,178.5,178.5,0.0,44,0.00167,0.5011,6013.66,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:47Z,33.01,NVIDIA,211.88,211.88,0.0,44,0.001729,0.5188,6225.59,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:48Z,34.01,NVIDIA,163.84,163.84,0.0,43,0.001775,0.5325,6389.47,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:49Z,35.01,NVIDIA,207.5,207.5,0.0,44,0.001833,0.5498,6597.04,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:50Z,36.01,NVIDIA,167.43,167.43,0.0,43,0.001879,0.5637,6764.51,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:51Z,37.01,NVIDIA,168.78,168.78,0.0,43,0.001926,0.5778,6933.33,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:52Z,38.01,NVIDIA,201.85,201.85,0.0,43,0.001982,0.5946,7135.24,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:53Z,39.01,NVIDIA,163.43,163.43,0.0,43,0.002027,0.6082,7298.71,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:54Z,40.01,NVIDIA,194.71,194.71,0.0,43,0.002082,0.6245,7493.46,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:55Z,41.01,NVIDIA,159.38,159.38,0.0,43,0.002126,0.6377,7652.88,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:56Z,42.01,NVIDIA,242.81,242.81,0.0,44,0.002193,0.658,7895.76,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:57Z,43.01,NVIDIA,184.97,184.97,0.0,44,0.002245,0.6734,8080.78,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:58Z,44.01,NVIDIA,217.55,217.55,0.0,54,0.002305,0.6915,8298.38,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:32:59Z,45.01,NVIDIA,217.9,217.9,0.0,44,0.002366,0.7097,8516.34,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:00Z,46.01,NVIDIA,217.32,217.32,0.0,47,0.002426,0.7278,8733.73,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:01Z,47.01,NVIDIA,163.52,163.52,0.0,43,0.002471,0.7414,8897.28,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:02Z,48.01,NVIDIA,206.46,206.46,0.0,45,0.002529,0.7586,9103.8,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:03Z,49.01,NVIDIA,165.87,165.87,0.0,44,0.002575,0.7725,9269.73,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:04Z,50.01,NVIDIA,168.43,168.43,0.0,43,0.002622,0.7865,9438.22,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:05Z,51.01,NVIDIA,196.67,196.67,0.0,44,0.002676,0.8029,9634.93,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:06Z,52.01,NVIDIA,158.8,158.8,0.0,43,0.00272,0.8161,9793.78,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:07Z,53.01,NVIDIA,176.01,176.01,0.0,43,0.002769,0.8308,9969.84,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:08Z,54.02,NVIDIA,148.09,148.09,0.0,43,0.002811,0.8432,10117.97,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:09Z,55.02,NVIDIA,206.79,206.79,0.0,44,0.002868,0.8604,10324.82,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:10Z,56.02,NVIDIA,167.4,167.4,0.0,43,0.002915,0.8744,10492.27,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:11Z,57.02,NVIDIA,169.7,169.7,0.0,45,0.002962,0.8885,10662.02,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:12Z,58.02,NVIDIA,210.68,210.68,0.0,44,0.00302,0.9061,10872.74,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:13Z,59.02,NVIDIA,166.94,166.94,0.0,43,0.003067,0.92,11039.73,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:14Z,60.02,NVIDIA,195.75,195.75,0.0,43,0.003121,0.9363,11235.53,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:15Z,61.02,NVIDIA,158.34,158.34,0.0,43,0.003165,0.9495,11393.92,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:16Z,62.02,NVIDIA,217.97,217.97,0.0,44,0.003226,0.9677,11611.93,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:17Z,63.02,NVIDIA,172.66,172.66,0.0,44,0.003274,0.9821,11784.64,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:18Z,64.02,NVIDIA,174.44,174.44,0.0,44,0.003322,0.9966,11959.12,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:19Z,65.02,NVIDIA,216.6,216.6,0.0,44,0.003382,1.0146,12175.77,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:20Z,66.02,NVIDIA,171.77,171.77,0.0,44,0.00343,1.029,12347.59,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:21Z,67.02,NVIDIA,194.62,194.62,0.0,43,0.003484,1.0452,12542.26,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:22Z,68.02,NVIDIA,159.57,159.57,0.0,43,0.003528,1.0585,12701.87,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:23Z,69.02,NVIDIA,217.88,217.88,0.0,45,0.003589,1.0767,12919.82,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:24Z,70.02,NVIDIA,189.13,189.13,0.0,44,0.003641,1.0924,13109.01,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:25Z,71.02,NVIDIA,230.27,230.27,0.0,46,0.003705,1.1116,13339.34,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:26Z,72.02,NVIDIA,200.43,200.43,0.0,45,0.003761,1.1283,13539.84,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:27Z,73.02,NVIDIA,224.27,224.27,0.0,49,0.003823,1.147,13764.19,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:28Z,74.02,NVIDIA,197.61,197.61,0.0,45,0.003878,1.1635,13961.84,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:29Z,75.02,NVIDIA,240.04,240.04,0.0,53,0.003945,1.1835,14201.93,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:30Z,76.02,NVIDIA,210.46,210.46,0.0,46,0.004003,1.201,14412.45,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:31Z,77.02,NVIDIA,221.09,221.09,0.0,44,0.004065,1.2195,14633.59,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:32Z,78.02,NVIDIA,189.71,189.71,0.0,45,0.004118,1.2353,14823.35,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:33Z,79.02,NVIDIA,195.9,195.9,0.0,44,0.004172,1.2516,15019.29,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:34Z,80.02,NVIDIA,237.54,237.54,0.0,47,0.004238,1.2714,15256.88,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:35Z,81.02,NVIDIA,186.71,186.71,0.0,44,0.00429,1.287,15443.8,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:36Z,82.03,NVIDIA,225.85,225.85,0.0,51,0.004353,1.3059,15670.31,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
2026-08-12T13:33:37Z,83.03,NVIDIA,170.48,170.48,0.0,44,0.0044,1.3201,15840.83,0.0,nvml,unavailable,partial_measured,,,,,accelerator_device,True
